DateTime,Observed_QM,TOPKAPI_Q,Residual_LSTM_Prediction,Residual
2024-01-27 02:00:00,0.42,0.6,0.7718773990869522,0.1718774
2024-01-27 03:00:00,0.4,0.6,0.7751439273357391,0.17514393
2024-01-27 04:00:00,0.4,0.6,0.7770849078893661,0.17708491
2024-01-27 05:00:00,0.4,0.6,0.7785335391759872,0.17853354
2024-01-27 06:00:00,0.4,0.6,0.7791110932826996,0.1791111
2024-01-27 07:00:00,0.4,0.6,0.7785051375627517,0.17850514
2024-01-27 08:00:00,0.4,0.6,0.7764410734176636,0.17644107
2024-01-27 09:00:00,0.4,0.59,0.7643107289075851,0.17431073
2024-01-27 10:00:00,0.4,0.59,0.7549182736873626,0.16491827
2024-01-27 11:00:00,0.42,0.59,0.7492468172311783,0.15924682
2024-01-27 12:00:00,0.4,0.59,0.749010112285614,0.15901011
2024-01-27 13:00:00,0.4,0.59,0.7530056947469711,0.1630057
2024-01-27 14:00:00,0.45,0.59,0.7593399250507354,0.16933993
2024-01-27 15:00:00,0.45,0.59,0.7667061799764633,0.17670618
2024-01-27 16:00:00,0.42,0.59,0.7738262677192688,0.18382627
2024-01-27 17:00:00,0.42,0.59,0.7799711191654205,0.18997112
2024-01-27 18:00:00,0.42,0.59,0.7834743523597717,0.19347435
2024-01-27 19:00:00,0.45,0.59,0.782877858877182,0.19287786
2024-01-27 20:00:00,0.42,0.59,0.7788444125652313,0.18884441
2024-01-27 21:00:00,0.42,0.59,0.7739398741722107,0.18393987
2024-01-27 22:00:00,0.42,0.58,0.7594898211956024,0.17948982
2024-01-27 23:00:00,0.42,0.58,0.7554753142595291,0.17547531
2024-01-28 00:00:00,0.42,0.58,0.759300457239151,0.17930046
2024-01-28 01:00:00,0.42,0.58,0.7611562329530716,0.18115623
2024-01-28 02:00:00,0.42,0.58,0.7601241934299469,0.1801242
2024-01-28 03:00:00,0.45,0.58,0.7565357553958892,0.17653576
2024-01-28 04:00:00,0.45,0.58,0.7529851812124252,0.17298518
2024-01-28 05:00:00,0.42,0.58,0.7503624874353408,0.17036249
2024-01-28 06:00:00,0.42,0.58,0.7477492558956146,0.16774926
2024-01-28 07:00:00,0.42,0.58,0.7452023196220398,0.16520232
2024-01-28 08:00:00,0.42,0.58,0.7427121865749359,0.16271219
2024-01-28 09:00:00,0.42,0.58,0.7401557731628418,0.16015577
2024-01-28 10:00:00,0.42,0.57,0.7282999974489212,0.1583
2024-01-28 11:00:00,0.42,0.57,0.7201478850841522,0.15014789
2024-01-28 12:00:00,0.4,0.57,0.7151960206031799,0.14519602
2024-01-28 13:00:00,0.4,0.57,0.7141734433174133,0.14417344
2024-01-28 14:00:00,0.4,0.57,0.7155652713775634,0.14556527
2024-01-28 15:00:00,0.4,0.57,0.7176104110479354,0.14761041
2024-01-28 16:00:00,0.4,0.57,0.7191158455610275,0.14911585
2024-01-28 17:00:00,0.4,0.57,0.7273626548051834,0.15736265
2024-01-28 18:00:00,0.4,0.57,0.7333181422948837,0.16331814
2024-01-28 19:00:00,0.37,0.57,0.7360071164369583,0.16600712
2024-01-28 20:00:00,0.4,0.57,0.7361870032548904,0.166187
2024-01-28 21:00:00,0.4,0.57,0.7349561375379562,0.16495614
2024-01-28 22:00:00,0.4,0.57,0.7333465439081192,0.16334654
2024-01-28 23:00:00,0.4,0.57,0.7319641929864883,0.1619642
2024-01-29 00:00:00,0.4,0.57,0.7309416306018829,0.16094163
2024-01-29 01:00:00,0.4,0.57,0.7291710746288299,0.15917107
2024-01-29 02:00:00,0.37,0.57,0.7261980545520782,0.15619805
2024-01-29 03:00:00,0.4,0.56,0.7134049361944199,0.15340494
2024-01-29 04:00:00,0.4,0.56,0.7099395817518235,0.14993958
2024-01-29 05:00:00,0.4,0.56,0.7050634598731995,0.14506346
2024-01-29 06:00:00,0.37,0.56,0.6993162608146668,0.13931626
2024-01-29 07:00:00,0.37,0.56,0.6933418339490891,0.13334183
2024-01-29 08:00:00,0.37,0.56,0.6875946348905564,0.12759463
2024-01-29 09:00:00,0.37,0.56,0.682529149055481,0.12252915
2024-01-29 10:00:00,0.37,0.56,0.6783252707123757,0.11832527
2024-01-29 11:00:00,0.4,0.56,0.6769239804148675,0.11692398
2024-01-29 12:00:00,0.35,0.56,0.6794614544510842,0.119461454
2024-01-29 13:00:00,0.35,0.56,0.6846879026293755,0.1246879
2024-01-29 14:00:00,0.37,0.56,0.6906055188179017,0.13060552
2024-01-29 15:00:00,0.37,0.56,0.6969586884975434,0.13695869
2024-01-29 16:00:00,0.37,0.56,0.6948756849765778,0.13487568
2024-01-29 17:00:00,0.37,0.56,0.6933323568105698,0.13333236
2024-01-29 18:00:00,0.37,0.56,0.7006702101230622,0.14067021
2024-01-29 19:00:00,0.35,0.56,0.7062185829877854,0.14621858
2024-01-29 20:00:00,0.37,0.55,0.6990022242069245,0.14900222
2024-01-29 21:00:00,0.35,0.55,0.6995324522256852,0.14953245
2024-01-29 22:00:00,0.35,0.55,0.6991726636886597,0.14917266
2024-01-29 23:00:00,0.37,0.55,0.698803398013115,0.1488034
2024-01-30 00:00:00,0.37,0.55,0.697695615887642,0.14769562
2024-01-30 01:00:00,0.37,0.55,0.6953475058078766,0.1453475
2024-01-30 02:00:00,0.37,0.55,0.6922419399023056,0.14224194
2024-01-30 03:00:00,0.37,0.55,0.6887292295694352,0.13872923
2024-01-30 04:00:00,0.35,0.55,0.686106550693512,0.13610655
2024-01-30 05:00:00,0.35,0.55,0.6840235471725464,0.13402355
2024-01-30 06:00:00,0.37,0.55,0.6820920288562775,0.13209203
2024-01-30 07:00:00,0.35,0.55,0.6799900859594346,0.12999009
2024-01-30 08:00:00,0.35,0.55,0.677907082438469,0.12790708
2024-01-30 09:00:00,0.35,0.54,0.6651423656940461,0.12514237
2024-01-30 10:00:00,0.33,0.54,0.6628226646780968,0.122822665
2024-01-30 11:00:00,0.3,0.54,0.6556552359461785,0.115655236
2024-01-30 12:00:00,0.33,0.54,0.6524076470732689,0.11240765
2024-01-30 13:00:00,0.3,0.54,0.6523319044709206,0.112331904
2024-01-30 14:00:00,0.33,0.54,0.65451905220747,0.11451905
2024-01-30 15:00:00,0.33,0.54,0.6580317550897599,0.118031755
2024-01-30 16:00:00,0.33,0.54,0.6698196613788605,0.12981966
2024-01-30 17:00:00,0.33,0.54,0.6798559510707856,0.13985595
2024-01-30 18:00:00,0.33,0.54,0.6868908190727234,0.14689082
2024-01-30 19:00:00,0.33,0.54,0.6898259603977204,0.14982596
2024-01-30 20:00:00,0.28,0.54,0.6898733013868332,0.1498733
2024-01-30 21:00:00,0.26,0.54,0.6880459421873093,0.14804594
2024-01-30 22:00:00,0.26,0.54,0.6853285664319992,0.14532857
2024-01-30 23:00:00,0.26,0.54,0.6825165086984635,0.14251651
2024-01-31 00:00:00,0.26,0.54,0.6796760493516922,0.13967605
2024-01-31 01:00:00,0.3,0.54,0.6772048556804657,0.13720486
2024-01-31 02:00:00,0.33,0.54,0.6751786553859711,0.13517866
2024-01-31 03:00:00,0.33,0.53,0.6626790601015091,0.13267906
2024-01-31 04:00:00,0.33,0.53,0.6599143433570862,0.12991434
2024-01-31 05:00:00,0.33,0.53,0.657017080783844,0.12701708
2024-01-31 06:00:00,0.33,0.53,0.6546310919523239,0.12463109
2024-01-31 07:00:00,0.33,0.53,0.652443936765194,0.12244394
2024-01-31 08:00:00,0.33,0.53,0.6505218955874443,0.120521896
2024-01-31 09:00:00,0.33,0.53,0.6489691051840782,0.118969105
2024-01-31 10:00:00,0.33,0.53,0.64789920181036,0.1178992
2024-01-31 11:00:00,0.3,0.53,0.6487418699264527,0.11874187
2024-01-31 12:00:00,0.28,0.53,0.6517338219285012,0.12173382
2024-01-31 13:00:00,0.28,0.53,0.6487702789902687,0.11877028
2024-01-31 14:00:00,0.3,0.53,0.6487418699264527,0.11874187
2024-01-31 15:00:00,0.3,0.53,0.6509763661026955,0.120976366
2024-01-31 16:00:00,0.28,0.53,0.6541103410720825,0.12411034
2024-01-31 17:00:00,0.28,0.53,0.6568845200538636,0.12688452
2024-01-31 18:00:00,0.3,0.53,0.6656994062662125,0.1356994
2024-01-31 19:00:00,0.3,0.52,0.6614087414741516,0.14140874
2024-01-31 20:00:00,0.3,0.52,0.6647226107120514,0.14472261
2024-01-31 21:00:00,0.26,0.52,0.6669949781894684,0.14699498
2024-01-31 22:00:00,0.24,0.52,0.6680554044246674,0.1480554
2024-01-31 23:00:00,0.22,0.52,0.6684057307243347,0.14840573
2024-02-01 00:00:00,0.26,0.52,0.6679607224464417,0.14796072
2024-02-01 01:00:00,0.26,0.52,0.6577256065607071,0.1377256
2024-02-01 02:00:00,0.24,0.52,0.6479828250408173,0.12798283
2024-02-01 03:00:00,0.24,0.52,0.6399727356433869,0.119972736
2024-02-01 04:00:00,0.24,0.52,0.6333734062314034,0.113373406
2024-02-01 05:00:00,0.24,0.52,0.6278534424304962,0.10785344
2024-02-01 06:00:00,0.26,0.52,0.6236969050765038,0.103696905
2024-02-01 07:00:00,0.22,0.52,0.6204777178168297,0.10047772
2024-02-01 08:00:00,0.24,0.51,0.6076561978459358,0.0976562
2024-02-01 09:00:00,0.26,0.51,0.6060276648402214,0.096027665
